YEAR,JOBTITLE,CATEGORY,CURRENCY,SALARY,RESIDENCE,EXPERIENCELEVEL,COMPANYLOCATION,COMPANYSIZE
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,247500,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,172200,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,153600,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,106800,UNITED STATES,senior,united states,M
2023,BUSINESS INTELLIGENCE DEVELOPER,bi and visualization,usd,140000,CANADA,senior,canada,M
2023,BUSINESS INTELLIGENCE DEVELOPER,bi and visualization,usd,76500,CANADA,senior,canada,M
2023,ETL DEVELOPER,data engineering,usd,182850,UNITED STATES,senior,united states,M
2023,ETL DEVELOPER,data engineering,usd,113000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,150000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,120000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,105000,UNITED STATES,mid-level,united states,M
2023,DATA ANALYST,data analysis,usd,95000,UNITED STATES,mid-level,united states,M
2023,DATA ARCHITECT,data architecture and modeling,usd,306000,UNITED STATES,senior,united states,M
2023,DATA ARCHITECT,data architecture and modeling,usd,204000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,160000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,135000,UNITED STATES,senior,united states,M
2023,DATA ARCHITECT,data architecture and modeling,gbp,85000,UNITED KINGDOM,senior,united kingdom,M
2023,DATA ARCHITECT,data architecture and modeling,gbp,75000,UNITED KINGDOM,senior,united kingdom,M
2023,DATA ANALYST,data analysis,usd,126000,UNITED STATES,mid-level,united states,M
2023,DATA ANALYST,data analysis,usd,86400,UNITED STATES,mid-level,united states,M
2023,DATA ENGINEER,data engineering,usd,232760,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,169280,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,136000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,104000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,185900,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,129300,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,168000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,130000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,185900,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,129300,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,162500,UNITED STATES,mid-level,united states,M
2023,DATA ENGINEER,data engineering,usd,130000,UNITED STATES,mid-level,united states,M
2023,DATA SCIENTIST,data science and research,usd,240350,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,174800,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,247500,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,172200,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,154000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,116000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,168000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,130000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,153600,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,107500,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,94100,UNITED KINGDOM,mid-level,united kingdom,M
2023,DATA ANALYST,data analysis,usd,72400,UNITED KINGDOM,mid-level,united kingdom,M
2023,ML ENGINEER,machine learning and ai,usd,178000,UNITED STATES,senior,united states,M
2023,ML ENGINEER,machine learning and ai,usd,152000,UNITED STATES,senior,united states,M
2023,APPLIED SCIENTIST,data science and research,usd,192000,UNITED STATES,senior,united states,M
2023,APPLIED SCIENTIST,data science and research,usd,164000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,233200,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,140000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,194000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,161000,UNITED STATES,senior,united states,M
2023,BUSINESS INTELLIGENCE ENGINEER,bi and visualization,usd,225000,UNITED STATES,senior,united states,M
2023,BUSINESS INTELLIGENCE ENGINEER,bi and visualization,usd,156400,UNITED STATES,senior,united states,M
2023,NLP ENGINEER,machine learning and ai,usd,210000,UNITED STATES,senior,united states,M
2023,NLP ENGINEER,machine learning and ai,usd,160000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,153600,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,107500,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,185900,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,129300,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,145000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,120000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,206000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,130000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,153600,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,107500,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,146100,UNITED KINGDOM,senior,united kingdom,M
2023,DATA ENGINEER,data engineering,usd,112400,UNITED KINGDOM,senior,united kingdom,M
2023,DATA ENGINEER,data engineering,usd,241000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,155000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,194500,UNITED STATES,executive,united states,M
2023,DATA ENGINEER,data engineering,usd,115500,UNITED STATES,executive,united states,M
2023,DATA SPECIALIST,data management and strategy,usd,110000,UNITED STATES,mid-level,united states,M
2023,DATA SPECIALIST,data management and strategy,usd,70000,UNITED STATES,mid-level,united states,M
2023,ML ENGINEER,machine learning and ai,usd,199000,UNITED STATES,senior,united states,M
2023,ML ENGINEER,machine learning and ai,usd,145000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,200000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,170000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,150120,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,120096,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,253000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,168000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,200000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,170000,UNITED STATES,senior,united states,M
2023,DECISION SCIENTIST,data science and research,usd,185900,UNITED STATES,senior,united states,M
2023,DECISION SCIENTIST,data science and research,usd,129300,UNITED STATES,senior,united states,M
2023,ANALYTICS ENGINEER,leadership and management,usd,178600,UNITED STATES,senior,united states,M
2023,ANALYTICS ENGINEER,leadership and management,usd,142880,UNITED STATES,senior,united states,M
2023,DATA SCIENCE MANAGER,data science and research,usd,255000,UNITED STATES,senior,united states,M
2023,DATA SCIENCE MANAGER,data science and research,usd,169000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,155000,UNITED STATES,mid-level,united states,M
2023,DATA SCIENTIST,data science and research,usd,100000,UNITED STATES,mid-level,united states,M
2023,DATA ENGINEER,data engineering,usd,151410,UNITED STATES,mid-level,united states,M
2023,DATA ENGINEER,data engineering,usd,144200,UNITED STATES,mid-level,united states,M
2023,DATA SCIENTIST,data science and research,usd,151410,UNITED STATES,entry-level,united states,M
2023,DATA SCIENTIST,data science and research,usd,115360,UNITED STATES,entry-level,united states,M
2023,DATA ENGINEER,data engineering,usd,252000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,129000,UNITED STATES,senior,united states,M
2023,ANALYTICS ENGINEER,leadership and management,usd,193170,UNITED STATES,mid-level,united states,M
2023,ANALYTICS ENGINEER,leadership and management,usd,116480,UNITED STATES,mid-level,united states,M
2023,APPLIED SCIENTIST,data science and research,usd,250000,UNITED STATES,mid-level,united states,M
2023,APPLIED SCIENTIST,data science and research,usd,125000,UNITED STATES,mid-level,united states,M
2023,DATA ENGINEER,data engineering,usd,146000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,94000,UNITED STATES,senior,united states,M
2023,DIRECTOR OF DATA SCIENCE,data science and research,gbp,200000,UNITED KINGDOM,executive,united kingdom,M
2023,DIRECTOR OF DATA SCIENCE,data science and research,gbp,165000,UNITED KINGDOM,executive,united kingdom,M
2023,HEAD OF DATA,leadership and management,gbp,110000,UNITED KINGDOM,executive,united kingdom,M
2023,HEAD OF DATA,leadership and management,gbp,90000,UNITED KINGDOM,executive,united kingdom,M
2023,APPLIED SCIENTIST,data science and research,usd,260000,UNITED STATES,senior,united states,L
2023,APPLIED SCIENTIST,data science and research,usd,136000,UNITED STATES,senior,united states,L
2023,HEAD OF DATA,leadership and management,usd,329500,UNITED STATES,executive,united states,M
2023,HEAD OF DATA,leadership and management,usd,269600,UNITED STATES,executive,united states,M
2023,DATA ARCHITECT,data architecture and modeling,usd,250500,UNITED STATES,senior,united states,M
2023,DATA ARCHITECT,data architecture and modeling,usd,159500,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,115000,UNITED STATES,entry-level,united states,M
2023,DATA ANALYST,data analysis,usd,105000,UNITED STATES,entry-level,united states,M
2023,RESEARCH SCIENTIST,data science and research,usd,250000,UNITED STATES,senior,united states,M
2023,RESEARCH SCIENTIST,data science and research,usd,170000,UNITED STATES,senior,united states,M
2023,RESEARCH SCIENTIST,data science and research,usd,198800,UNITED STATES,senior,united states,M
2023,RESEARCH SCIENTIST,data science and research,usd,105200,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,94035,UNITED STATES,entry-level,united states,M
2023,DATA ANALYST,data analysis,usd,57920,UNITED STATES,entry-level,united states,M
2023,APPLIED SCIENTIST,data science and research,usd,222200,UNITED STATES,senior,united states,L
2023,APPLIED SCIENTIST,data science and research,usd,136000,UNITED STATES,senior,united states,L
2023,DATA ANALYST,data analysis,usd,113600,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,60000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,150000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,130000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,256000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,160000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,180000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,165000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,116000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,78000,UNITED STATES,senior,united states,M
2023,COMPUTER VISION ENGINEER,machine learning and ai,usd,245000,UNITED KINGDOM,senior,united kingdom,M
2023,COMPUTER VISION ENGINEER,machine learning and ai,usd,210000,UNITED KINGDOM,senior,united kingdom,M
2023,DATA ANALYST,data analysis,usd,115934,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,81666,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,283200,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,188800,UNITED STATES,senior,united states,M
2023,RESEARCH SCIENTIST,data science and research,usd,220000,UNITED STATES,senior,united states,M
2023,RESEARCH SCIENTIST,data science and research,usd,150000,UNITED STATES,senior,united states,M
2023,APPLIED SCIENTIST,data science and research,usd,192000,UNITED STATES,senior,united states,M
2023,APPLIED SCIENTIST,data science and research,usd,164000,UNITED STATES,senior,united states,M
2023,BUSINESS DATA ANALYST,data analysis,usd,36000,GHANA,mid-level,ghana,S
2023,RESEARCH SCIENTIST,data science and research,usd,205640,UNITED STATES,senior,united states,M
2023,RESEARCH SCIENTIST,data science and research,usd,142600,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,193200,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,156400,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,196000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,121000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,72000,ARGENTINA,senior,argentina,M
2023,DATA ENGINEER,data engineering,usd,48000,ARGENTINA,senior,argentina,M
2023,DATA ENGINEER,data engineering,usd,165000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,132300,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,244000,CANADA,senior,canada,M
2023,DATA SCIENTIST,data science and research,usd,197000,CANADA,senior,canada,M
2023,DATA SCIENCE MANAGER,data science and research,usd,328000,UNITED STATES,senior,united states,M
2023,DATA SCIENCE MANAGER,data science and research,usd,211000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,237000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,201450,UNITED STATES,senior,united states,M
2023,ML ENGINEER,machine learning and ai,usd,229000,UNITED STATES,senior,united states,M
2023,ML ENGINEER,machine learning and ai,usd,206000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,231000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,134000,UNITED STATES,senior,united states,M
2023,ML ENGINEER,machine learning and ai,usd,183750,UNITED STATES,senior,united states,M
2023,ML ENGINEER,machine learning and ai,usd,165400,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,175000,UNITED STATES,mid-level,united states,M
2023,DATA ENGINEER,data engineering,usd,125000,UNITED STATES,mid-level,united states,M
2023,ANALYTICS ENGINEER,leadership and management,usd,152900,UNITED KINGDOM,senior,united kingdom,M
2023,ANALYTICS ENGINEER,leadership and management,usd,117700,UNITED KINGDOM,senior,united kingdom,M
2023,DATA SCIENTIST,data science and research,usd,285800,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,154600,UNITED STATES,senior,united states,M
2023,DATA OPERATIONS ENGINEER,data quality and operations,usd,289120,UNITED STATES,senior,united states,M
2023,DATA OPERATIONS ENGINEER,data quality and operations,usd,192400,UNITED STATES,senior,united states,M
2023,STAFF DATA ANALYST,data analysis,usd,179998,SAUDI ARABIA,mid-level,saudi arabia,S
2023,DATA SCIENTIST,data science and research,usd,35000,INDIA,mid-level,india,L
2023,DATA ENGINEER,data engineering,usd,230000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,166000,UNITED STATES,senior,united states,M
2023,AWS DATA ARCHITECT,data architecture and modeling,usd,258000,UNITED STATES,mid-level,united states,L
2023,DATA SCIENTIST,data science and research,usd,225000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,156400,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,190000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,150000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,196000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,121000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,219000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,141000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,230000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,206000,UNITED STATES,senior,united states,M
2023,APPLIED SCIENTIST,data science and research,usd,192000,UNITED STATES,senior,united states,M
2023,APPLIED SCIENTIST,data science and research,usd,164000,UNITED STATES,senior,united states,M
2023,ML ENGINEER,machine learning and ai,usd,300000,AUSTRALIA,mid-level,australia,M
2023,ML ENGINEER,machine learning and ai,usd,260000,AUSTRALIA,mid-level,australia,M
2023,DATA ANALYST,data analysis,usd,147000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,92000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,200000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,140000,UNITED STATES,senior,united states,M
2023,DATA MANAGER,leadership and management,usd,110000,UNITED STATES,mid-level,united states,M
2023,DATA MANAGER,leadership and management,usd,70000,UNITED STATES,mid-level,united states,M
2023,DATA ENGINEER,data engineering,usd,284310,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,153090,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,261500,UNITED STATES,senior,united states,L
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,134500,UNITED STATES,senior,united states,L
2023,PRODUCT DATA ANALYST,data analysis,usd,83200,UNITED STATES,entry-level,united states,S
2023,DATA ENGINEER,data engineering,usd,204500,GERMANY,senior,germany,M
2023,DATA ENGINEER,data engineering,usd,142200,GERMANY,senior,germany,M
2023,DATA ANALYST,data analysis,usd,145000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,106000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,190000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,160000,UNITED STATES,senior,united states,M
2023,ANALYTICS ENGINEER,leadership and management,usd,275300,UNITED STATES,senior,united states,M
2023,ANALYTICS ENGINEER,leadership and management,usd,183500,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,gbp,120000,UNITED KINGDOM,mid-level,united kingdom,M
2023,DATA ENGINEER,data engineering,gbp,100000,UNITED KINGDOM,mid-level,united kingdom,M
2023,ETL DEVELOPER,data engineering,usd,182850,UNITED STATES,senior,united states,M
2023,ETL DEVELOPER,data engineering,usd,113000,UNITED STATES,senior,united states,M
2023,BUSINESS INTELLIGENCE ENGINEER,bi and visualization,usd,202800,UNITED STATES,senior,united states,L
2023,BUSINESS INTELLIGENCE ENGINEER,bi and visualization,usd,104300,UNITED STATES,senior,united states,L
2023,DATA ENGINEER,data engineering,usd,215000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,175000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,228856,UNITED KINGDOM,executive,united kingdom,M
2023,DATA SCIENTIST,data science and research,usd,144540,UNITED KINGDOM,executive,united kingdom,M
2023,DATA ENGINEER,data engineering,usd,162500,UNITED STATES,mid-level,united states,M
2023,DATA ENGINEER,data engineering,usd,130000,UNITED STATES,mid-level,united states,M
2023,DATA SCIENTIST,data science and research,usd,140000,UNITED STATES,mid-level,united states,M
2023,DATA SCIENTIST,data science and research,usd,115000,UNITED STATES,mid-level,united states,M
2023,DATA ENGINEER,data engineering,usd,136600,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,109280,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,221000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,185000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,84000,COLOMBIA,senior,colombia,M
2023,DATA ANALYST,data analysis,usd,60000,COLOMBIA,senior,colombia,M
2023,ANALYTICS ENGINEER,leadership and management,gbp,60000,UNITED KINGDOM,mid-level,united kingdom,M
2023,ANALYTICS ENGINEER,leadership and management,gbp,50000,UNITED KINGDOM,mid-level,united kingdom,M
2023,BI DATA ANALYST,data analysis,usd,70000,EGYPT,mid-level,united states,M
2021,MACHINE LEARNING DEVELOPER,machine learning and ai,usd,60000,NIGERIA,senior,nigeria,M
2023,RESEARCH ENGINEER,data science and research,usd,281000,UNITED STATES,senior,united states,M
2023,RESEARCH ENGINEER,data science and research,usd,196000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,146000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,94000,UNITED STATES,senior,united states,M
2023,DATA INTEGRATION SPECIALIST,data management and strategy,usd,69500,UNITED STATES,entry-level,united states,M
2023,DATA INTEGRATION SPECIALIST,data management and strategy,usd,46400,UNITED STATES,entry-level,united states,M
2023,DATA ENGINEER,data engineering,usd,185000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,150000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,145000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,115000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,254000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,200000,UNITED STATES,senior,united states,M
2023,APPLIED SCIENTIST,data science and research,usd,260000,UNITED STATES,senior,united states,L
2023,APPLIED SCIENTIST,data science and research,usd,136000,UNITED STATES,senior,united states,L
2023,DATA SCIENTIST,data science and research,usd,281000,CANADA,senior,canada,M
2023,DATA SCIENTIST,data science and research,usd,181000,CANADA,senior,canada,M
2023,DATA ARCHITECT,data architecture and modeling,usd,285000,UNITED STATES,senior,united states,M
2023,DATA ARCHITECT,data architecture and modeling,usd,210000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,69525,UNITED STATES,entry-level,united states,M
2023,DATA ANALYST,data analysis,usd,61800,UNITED STATES,entry-level,united states,M
2023,DATA SCIENTIST,data science and research,usd,192000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,164000,UNITED STATES,senior,united states,M
2023,ML ENGINEER,machine learning and ai,usd,178000,UNITED STATES,senior,united states,M
2023,ML ENGINEER,machine learning and ai,usd,152000,UNITED STATES,senior,united states,M
2023,BI DEVELOPER,bi and visualization,usd,160000,UNITED STATES,senior,japan,L
2023,DATA SCIENTIST,data science and research,usd,40000,UZBEKISTAN,entry-level,united states,M
2023,DATA ANALYST,data analysis,usd,125000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,95000,UNITED STATES,senior,united states,M
2023,DATA VISUALIZATION ANALYST,bi and visualization,usd,130000,UNITED STATES,senior,united states,M
2023,DATA VISUALIZATION ANALYST,bi and visualization,usd,110000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,eur,45000,SPAIN,senior,spain,M
2023,DATA SCIENTIST,data science and research,eur,36000,SPAIN,senior,spain,M
2023,DATA ENGINEER,data engineering,usd,145000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,120000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,283200,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,188800,UNITED STATES,senior,united states,M
2023,RESEARCH ENGINEER,data science and research,usd,225000,FRANCE,senior,france,M
2023,RESEARCH ENGINEER,data science and research,usd,168000,FRANCE,senior,france,M
2023,DATA SCIENTIST,data science and research,usd,140000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,105000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,130001,UNITED STATES,entry-level,united states,M
2023,DATA SCIENTIST,data science and research,usd,71907,UNITED STATES,entry-level,united states,M
2023,ANALYTICS ENGINEER,leadership and management,usd,144000,CANADA,senior,canada,M
2023,ANALYTICS ENGINEER,leadership and management,usd,80000,CANADA,senior,canada,M
2023,DATA ARCHITECT,data architecture and modeling,usd,205000,UNITED STATES,senior,united states,M
2023,DATA ARCHITECT,data architecture and modeling,usd,150000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,189400,UNITED KINGDOM,senior,united kingdom,M
2023,DATA ANALYST,data analysis,usd,131685,UNITED KINGDOM,senior,united kingdom,M
2023,HEAD OF DATA,leadership and management,usd,204500,UNITED STATES,executive,united states,M
2023,HEAD OF DATA,leadership and management,usd,142200,UNITED STATES,executive,united states,M
2023,DATA SCIENTIST,data science and research,usd,150000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,130000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,120000,UNITED STATES,mid-level,united states,M
2023,DATA ENGINEER,data engineering,usd,120000,UNITED STATES,mid-level,united states,M
2023,DATA ANALYST,data analysis,usd,172000,UNITED KINGDOM,senior,united kingdom,M
2023,DATA ANALYST,data analysis,usd,110000,UNITED KINGDOM,senior,united kingdom,M
2023,APPLIED SCIENTIST,data science and research,usd,260000,UNITED STATES,senior,united states,L
2023,APPLIED SCIENTIST,data science and research,usd,136000,UNITED STATES,senior,united states,L
2023,DATA ANALYST,data analysis,usd,110000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,90000,UNITED STATES,senior,united states,M
2023,BI DATA ANALYST,data analysis,usd,60000,ARGENTINA,entry-level,united states,M
2023,DATA SCIENTIST,data science and research,cad,105000,CANADA,entry-level,canada,L
2022,DATA SCIENTIST,data science and research,gbp,45000,FRANCE,mid-level,united kingdom,M
2023,PRODUCT DATA ANALYST,data analysis,usd,57000,GEORGIA,senior,russia,L
2023,AUTONOMOUS VEHICLE TECHNICIAN,machine learning and ai,usd,120000,UNITED KINGDOM,mid-level,united kingdom,M
2023,DATA MODELER,data architecture and modeling,usd,168400,UNITED STATES,senior,united states,M
2023,DATA MODELER,data architecture and modeling,usd,90700,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,150000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,95000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,161000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,85000,UNITED STATES,senior,united states,M
2023,RESEARCH ENGINEER,data science and research,usd,240000,UNITED STATES,senior,united states,M
2023,RESEARCH ENGINEER,data science and research,usd,157250,UNITED STATES,senior,united states,M
2023,APPLIED SCIENTIST,data science and research,usd,260000,UNITED STATES,senior,united states,L
2023,APPLIED SCIENTIST,data science and research,usd,136000,UNITED STATES,senior,united states,L
2023,DATA SCIENTIST,data science and research,usd,277500,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,206000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,165000,UNITED STATES,mid-level,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,150000,UNITED STATES,mid-level,united states,M
2023,APPLIED SCIENTIST,data science and research,usd,222200,UNITED STATES,senior,united states,L
2023,APPLIED SCIENTIST,data science and research,usd,136000,UNITED STATES,senior,united states,L
2023,DATA SCIENTIST,data science and research,usd,236500,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,176000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,155000,UNITED KINGDOM,senior,united kingdom,M
2023,DATA ANALYST,data analysis,usd,120000,UNITED KINGDOM,senior,united kingdom,M
